,...1,Species,Colony,depth,Site,File,DATE,TIME,PAR,Depth(m),T(C),Battery_V,Dark_Fo,Fm,Fv,fv_fm,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,GAIN,Light_Fo,Fm.1,Fv.1,Fv_Fm.1,Sigma.1,p.1,Alp1.1,Tau1.1,Alp2.1,Tau2.1,Alp3.1,Tau3.1,Alp4.1,Tau4.1,TauAv1.1,TauAv2.1,Pmax.e.s
513,513,Pocillopora,27,5,Papagayo4,20250207.14,02/07/2025,64276,735.8,-2.2,85.6,15.25,44.4,88.3,43.9,0.498,309.5,0.28,0.46,281,0.4,1019,0.14,71207,--------,-------,625,10307,1000,53.3,61.5,8.3,0.135,223,0,0.203,956,0.064,12655,0.733,12669,--------,-------,10124,10287,98.8
514,514,Pocillopora,27,5,Papagayo4,20250207.14,02/07/2025,64290,900,-2.1,86.4,15.24,42.1,67.7,25.6,0.379,222.3,0.11,0.67,699,0.15,699,0.18,50823,--------,-------,699,9859,1000,57.3,70.6,13.4,0.19,267.8,0,0.158,353,0.445,866,0.397,6903,--------,-------,3714,3182,269.3
515,515,Pocillopora,27,5,Papagayo4,20250207.15,02/07/2025,64299,900,-2.2,86.3,15.24,51,91.5,40.5,0.443,275.3,0.34,0.75,510,0.13,3001,0.12,125941,--------,-------,868,15854,900,85.9,110.6,24.6,0.223,178,0.05,0.464,800,0.086,5973,0.45,6006,--------,-------,3365,3590,297.2
516,516,Pocillopora,27,5,Papagayo4,20250207.15,02/07/2025,64311,620.1,-2.2,86.3,15.24,64.8,133.4,68.6,0.514,297.8,0.26,0.62,300,0.26,2206,0.12,88348,--------,-------,858,11676,800,155.4,175.7,20.2,0.115,229,0.01,0.126,851,0.12,14155,0.754,14209,--------,-------,12301,12523,81.3
517,517,Psammocora stellata,28,5,Papagayo4,20250207.15,02/07/2025,64598,900,-2.6,86.1,15.16,30.6,49.6,18.9,0.382,174.3,0.37,0.6,465,0.21,1100,0.19,159922,--------,-------,631,30240,1100,45.6,53.5,7.9,0.148,258,0,0.41,691,0.532,10214,0.058,10225,--------,-------,6071,6311,164.7
518,518,Psammocora stellata,28,5,Papagayo4,20250207.15,02/07/2025,64607,900,-2.6,86.4,15.16,24.1,34.6,10.5,0.304,173.6,0.32,0.54,671,0.16,1506,0.3,41887,--------,-------,858,13218,1300,30.3,38.3,8,0.209,156.5,0.57,0.564,232,0.388,8403,0.048,8417,--------,-------,3562,3797,280.8
519,519,Psammocora stellata,28,5,Papagayo4,20250207.15,02/07/2025,64616,900,-2.6,86.2,15.16,24.1,31.8,7.7,0.242,259.6,0.31,0.67,205,0.19,2389,0.14,1144903,--------,-------,685,161057,1300,28.3,33.4,5.2,0.154,190.3,0,0.467,245,0.05,7557,0.483,7597,--------,-------,3986,4164,250.9
520,520,Psammocora stellata,28,5,Papagayo4,20250207.15,02/07/2025,64626,900,-2.6,86.9,15.16,34.6,54.9,20.2,0.369,256.5,0.29,0.58,647,0.21,1077,0.2,122405,--------,-------,762,25587,1100,56,64.1,8,0.125,298.3,0.01,0.227,835,0.066,12051,0.707,12070,--------,-------,9337,9515,107.1
521,521,Psammocora stellata,28,5,Papagayo4,20250207.15,02/07/2025,64637,900,-2.6,87.1,15.16,26.5,39.9,13.4,0.335,200.2,0.26,0.55,315,0.28,1985,0.16,251473,--------,-------,881,41462,1200,37.4,44.8,7.4,0.165,212.8,0.62,0.455,222,0.493,7638,0.052,7653,--------,-------,4081,4265,245.1
522,522,Psammocora stellata,29,5,Papagayo4,20250207.15,02/07/2025,64683,900,-2.5,84.8,15.15,40.5,68.6,28.1,0.409,238.1,0.29,0.71,335,0.15,3548,0.14,70946,--------,-------,884,10655,1000,67.2,77.4,10.3,0.133,268.1,0.01,0.309,907,0.627,9589,0.064,9590,--------,-------,6723,6907,148.7
